metadata/name,metadata/manufacturer,metadata/part_numbers/0,metadata/part_numbers/1,metadata/series,metadata/variant,capacity,form_factor,interface,nvme,storage_type,type,cache,metadata/releaseYear,metadata/part_numbers/2,metadata/part_numbers/3,metadata/part_numbers/4,metadata/part_numbers/5
Patriot Viper VP4300 Lite 500GB SSD M.2-2280 PCIe 4.0 X4 NVMe,Patriot,VP4300L500GM28H,,Viper,500GB,500,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Western Digital WDBSLA0010HNC-NRSN 1 TB Internal HDD 3.5"" 7200RPM SATA 6.0 Gb/s",Western Digital,WDBSLA0010HNC-NRSN,FBA_WDBSLA0010HNC-N,WDBSLA0010HNC-NRSN,1000GB,1000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Seagate BarraCuda 4TB HDD 5400RPM 3.5"" SATA",Seagate,ST4000DM004,ST4000DMB04,BarraCuda,4000GB,4000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Western Digital Green SN350 240GB SSD M.2-2280 PCIe 3.0 x4 NVMe,Western Digital,WDS240G2G0C,,Green,240GB,240,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Netac NV2000 512GB SSD M.2-2280 PCIe 3.0 X4 NVMe,Netac,NT01NV2000-512-E4X,,NV2000,512GB,512,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
FanXiang S880 4TB SSD M.2 PCIe 4.0 NVMe,FanXiang,4TB - SSD - M.2 - S880,S880 M.2 SSD,S880,4000GB,4000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,S880,4tb nvme ssd - S880,,
"Micron 5400 Pro eSSC 7.68TB SSD 2.5"" SATA",Micron,MTFDDAK7T6TGA-1BC16ABYY,,5400,7000GB,7000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Hitachi Ultrastar 7K3000 2TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",Hitachi,0F12455,,Ultrastar,2000GB,2000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Western Digital Red Plus 8TB HDD 3.5"" 5640RPM SATA",Western Digital,WD80EFPX,7.18038E+11,Red,8000GB,8000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Western Digital Gold 1TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",Western Digital,WD1005FBYZ,WD1005FBYZ-SPYCBB3,Gold,1000GB,1000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Seagate Exos M 28TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s Internal",Seagate,ST28000NM003K,,Exos,28000GB,28000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Toshiba AL13SE 900GB HDD 10500RPM 2.5"" SAS 6.0 Gb/s",Toshiba,AL13SEB900,,AL13SE,900GB,900,"2.5""",SAS 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Patriot P400 Lite 4TB SSD M.2-2280 PCIe 4.0 x4 NVMe,Patriot,P400LP4KGM28H,,P400,4000GB,4000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Toshiba MK1002TSKB 1TB HDD 3.5"" SATA",Toshiba,MK1002TSKB,,MK1002TSKB,1000GB,1000,"3.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
KingSpec NX-2280 128 GB SSD M.2-2280 PCIe 3.0 X4 NVME,KingSpec,NX-2280-128GB                                                    NX-128-2280,,NX-2280,128GB,128,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"ADATA Ultimate SU650 240GB SSD 2.5"" SATA",ADATA,ASU650SS-240GT-C,,Ultimate,240GB,240,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
XPG SX6000 Lite 512GB M.2-2280 SSD PCIe 3.0 X4 NVMe,XPG,ASX6000LNP-512GT-C,,SX6000,512GB,512,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"TEAMGROUP L5 LITE 480GB SSD 2.5"" SATA",TEAMGROUP,T2535T480G0C101,,L5,480GB,480,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Toshiba P300 3TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",Toshiba,HDWD130XZSTA,,P300,3000GB,3000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Seagate Constellation CS 3TB HDD 7200RPM 3.5"" SATA",Seagate,ST3000NC002,,Constellation,3000GB,3000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Inland Platinum 2TB M.2-2280 SSD PCIe 3.0 X4 NVMe,Inland,2TB NVME QLC V2,,Platinum,2000GB,2000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Hitachi Travelstar 7K750 750 GB 2.5"" HDD 7200 RPM SATA 3.0 Gb/s Internal",Hitachi,HTS727575A9E364,,Travelstar,750GB,750,"2.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Western Digital Black 1TB HDD 2.5"" 7200RPM SATA Internal",Western Digital,WD10JQLX,,Black,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Seagate Enterprise Capacity 10 TB 3.5"" 7200 RPM Internal",Seagate,ST10000NM0016,,Enterprise,10000GB,10000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Micron M600 1TB SSD 2.5"" SATA 6.0 Gb/s",Micron,MTFDDAK1T0MBF-1AN12ABYY,,M600,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Crucial M550 1TB SSD 2.5"" SATA",Crucial,CT1024M550SSD1,,M550,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Addlink A95 2TB M.2 SSD PCIe 4.0 NVMe,Addlink,ad2TBA95M2P,HU-XI-201,A95,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Sabrent Rocket Q 2TB SSD M.2-2280 PCIe 3.0 X4 NVMe,Sabrent,SB-RKTQ-2TB,,Rocket,2000GB,2000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Verbatim Vi550 256GB SSD 2.5"" SATA",Verbatim,49351,,Vi550,256GB,256,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Transcend MTS600 256GB M.2-2260 SSD SATA,Transcend,TS256GMTS600,,MTS600,256GB,256,M.2-2260,M.2 SATA,FALSE,SSD,SSD,,,,,,
"Seagate BarraCuda Pro 6TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",Seagate,ST6000DM001,,BarraCuda,6000GB,6000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"SanDisk Extreme 120GB SSD 2.5"" SATA 6.0 Gb/s",SanDisk,SDSSDX-120G-G25,,Extreme,120GB,120,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Toshiba MD07ACA 14TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",Toshiba,MD07ACA14T,,MD07ACA,14GB,14,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Seagate BarraCuda 160GB HDD 3.5"" 7200RPM PATA 100",Seagate,ST3160215A,,BarraCuda,160GB,160,"3.5""",PATA 100,FALSE,HDD,HDD,,,,,,
Seagate FireCuda 530 2TB SSD M.2-2280 PCIe 4.0 NVMe,Seagate,ZP2000GM3A013                                                    ZP2000GM30013,ZP2000GM30013,FireCuda,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,ZP2000GM3A003,,,
Lexar NQ780 1TB M.2-2280 SSD PCIe 4.0 x4 NVMe,Lexar,LNQ780X002T-RNNNU,,NQ780,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Intel 600p 128GB SSD M.2-2280 PCIe 3.0 x4 NVMe,Intel,SSDPEKKW128G7X1,,600p,128GB,128,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Western Digital VelociRaptor 1TB 2.5"" HDD 10000RPM SATA",Western Digital,WD1000CHTZ,,VelociRaptor,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Seagate EE25.2 40GB HDD 5400RPM 2.5"" SATA",Seagate,ST940817SM,,EE25.2,40GB,40,"2.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Western Digital Green 2TB HDD 2.5"" SATA",Western Digital,WD20NPVT,,Green,2000GB,2000,"2.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Toshiba HDKBB96 1TB 2.5"" HDD 5400RPM SATA 6.0 Gb/s Internal",Toshiba,HDKBB96,,HDKBB96,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"SanDisk X600 128GB SSD 2.5"" SATA 6.0 Gb/s",SanDisk,SD9TB8W-128G-1122,,X600,128GB,128,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Samsung 840 Evo 500GB SSD mSATA mSATA,Samsung,MZ-MTE500BW,,840,500GB,500,mSATA,mSATA,FALSE,SSD,SSD,,,,,,
Titanium Micro TH7175 1TB SSD M.2 NVMe PCIe 4.0,Titanium Micro,TMNM2Q-TH7175-1TB,,TH7175,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Sabrent Rocket 1TB SSD M.2-2242 PCIe 3.0 x4 NVMe,Sabrent,SB-1342-1TB,,Rocket,1000GB,1000,M.2-2242,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate ST1000LM035 1TB HDD 2.5"" SATA",Seagate,ST1000LM035,,ST1000LM035,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Western Digital Black SN750 Rev2 1TB SSD M.2-2280 PCIe 3.0 X4 NVMe,Western Digital,WDBRPG0010BNC-WRSN,,Black,1000GB,1000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
KIOXIA EXCERIA PLUS G3 2TB M.2 SSD PCIe 4.0 NVMe,KIOXIA,LSD10Z002TG8,,EXCERIA,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Intel 545s 256GB SSD M.2-2280 SATA,Intel,SSDSCKKW256G8X1,,545s,256GB,256,M.2-2280,M.2 SATA,FALSE,SSD,SSD,,,,,,
Lexar Professional NM800PRO w/Heatsink 2TB SSD M.2-2280 PCIe 4.0 x4 NVMe,Lexar,LNM800P002T-RN8NG,,Professional,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Apacer AS2280P4U Pro 2TB SSD M.2-2280 PCIe 3.0 x4 NVMe,Apacer,AP2TBAS2280P4UPRO-1,,AS2280P4U,2000GB,2000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate IronWolf 125 250GB SSD 2.5"" SATA 6.0 Gb/s",Seagate,ZA250NM1A002,,IronWolf,250GB,250,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Kingston SSDNow V310 960GB SSD 2.5"" SATA 6.0 Gb/s",Kingston,SV310S37A,960G,SSDNow,960GB,960,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,SV310S37A/960G,,,
XOC SP900 1TB M.2-2280 SSD PCIe 4.0 X4 NVMe,XOC,XC1TBSP900,,SP900,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Western Digital Black SN750 250GB M.2-2280 SSD PCIe 3.0 X4 NVMe,Western Digital,WDS250G3X0C                                                    WDS250G3X0C-00SJG0,,Black,250GB,250,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate Enterprise Performance 2.4 TB HDD 10000 RPM 2.5"" SAS 12.0 Gb/s",Seagate,ST2400MM0129,SGT-ST2400MM0129,Enterprise,2000GB,2000,"2.5""",SAS 12.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Angelbird AV PRO MK3 2TB SSD 2.5"" SATA 6.0 Gb/s",Angelbird,AVP2000MK3,,AV,2000GB,2000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Integral V Series 2 960 GB SSD 2.5"" SATA 6.0 Gb/s",Integral,INSSD960GS625V2,,V,960GB,960,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"ADATA Premier Pro SP600 256GB SSD 2.5"" SATA",ADATA,ASP600S3-256GM-C,,Premier,256GB,256,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Seagate IronWolf 125 4TB SSD 2.5"" SATA",Seagate,ZA4000NM1A002,,IronWolf,4000GB,4000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Toshiba HDD2K12 750GB HDD 2.5"" 5400RPM SATA 3.0 Gb/s Internal",Toshiba,HDD2K12,,HDD2K12,750GB,750,"2.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
Toshiba XG6 1TB M.2 SSD NVMe,Toshiba,KXG60ZNV1T02,,XG6,1000GB,1000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Toshiba PH3300U-1I72 3TB HDD 3.5"" 7200RPM SATA",Toshiba,PH3300U-1I72,,PH3300U-1I72,3000GB,3000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Seagate Enterprise Capacity 10 TB 3.5"" 7200 RPM Internal",Seagate,ST10000NM0016,,Enterprise,10000GB,10000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"TCSunBow X3 240GB SSD 2.5"" SATA 6.0 Gb/s",TCSunBow,X3-240GB,,X3,240GB,240,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Patriot Burst Elite 960GB SSD 2.5"" SATA 6.0 Gb/s",Patriot,PBE960GS25SSDR,BURST ELITE,Burst,960GB,960,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"ADATA Ultimate SU650 120GB SSD 2.5"" SATA 6.0 Gb/s",ADATA,ASU650SS-120GT-C,,Ultimate,120GB,120,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"TEAMGROUP T-Force Vulcan G 1 TB SSD 2.5"" SATA 6.0 Gb/s",TEAMGROUP,T253TG001T3C301,,T-Force,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
ADATA XPG GAMMIX S50 Core 1TB SSD M.2-2280 PCIe 4.0 x4 NVMe,ADATA,SGAMMIXS50C-1000G-CS,,XPG,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate SuperSpeed 1TB Hybrid HDD 5400 RPM 2.5"" SATA 6.0 Gb/s",Seagate,STBD1000400,,SuperSpeed,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,SSHD,SSHD,,,,,,
"Western Digital Ultrastar 8TB HDD 3.5"" SATA",Western Digital,HUS728T8TALE6L4                                                    0B36404,,Ultrastar,8000GB,8000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Silicon Power P34A80 512GB SSD M.2-2280 PCIe 3.0 X4 NVME,Silicon Power,SU512GBP34A80M28AB,,P34A80,512GB,512,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Lenovo S4520 7.68 TB SSD 2.5"" SATA",Lenovo,4XB7A17105,,S4520,7000GB,7000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Western Digital Blue SN580 250GB SSD M.2-2280 PCIe 4.0 X4 NVMe,Western Digital,WDS250G3B0E,,Blue,250GB,250,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Integral V Series 2 120GB SSD 2.5"" SATA",Integral,INSSD120GS625V2,,V,120GB,120,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Toshiba P300 500GB 3.5"" HDD 7200RPM SATA",Toshiba,HDWD105UZSVA,4040S34,P300,500GB,500,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Silicon Power A55 2TB SSD 2.5"" SATA 6.0 Gb/s",Silicon Power,SP002TBSS3A55S25                                                    SU002TBSS3A55S25NE,SP002TBSS3A55S25,A55,2000GB,2000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Seagate IronWolf Pro NAS 10TB HDD 3.5"" 7200RPM SATA",Seagate,ST10000NT001,,IronWolf,10000GB,10000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Seagate IronWolf 6TB NAS Hard Drive 7200 RPM 256MB Cache SATA 6.0Gb/s CMR 3.5"" Internal HDD for RAID Network Attached Storage ST6000VN0033",Seagate Bare Drives,ST6000VNZ033,ST6000VN0033,IronWolf,,6000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,2018,,,,
KIOXIA EXCERIA PLUS G4 1TB SSD M.2 PCIe 5.0 X4 NVMe,KIOXIA,LVD10Z001TG8,,EXCERIA,1000GB,1000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,,,,
"Western Digital Gold 8TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s Internal",Western Digital,WD8004FRYZ,WD8004FRYZ-SPVAEB0,Gold,8000GB,8000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Toshiba X300 12TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s Internal",Toshiba,HDWR21CUZSVA,,X300,12000GB,12000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Hitachi 0F18335 6TB HDD 7200RPM 3.5"" SATA",Hitachi,0F18335,,0F18335,6000GB,6000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Synology SAT5200 1TB SSD 2.5"" SATA",Synology,SAT5200-1920G,,SAT5200,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Crucial RealSSD C300 256GB SSD 2.5"" SATA 6.0 Gb/s",Crucial,CTFDDAC256MAG-1G1,,RealSSD,256GB,256,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Crucial MX200 250GB SSD 2.5"" SATA",Crucial,CT250MX200SSD1,,MX200,250GB,250,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Western Digital VelociRaptor 500GB HDD 2.5"" 10000RPM SATA 6.0 Gb/s Internal",Western Digital,WD5000BHTZ,,VelociRaptor,500GB,500,"2.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Crucial P310 2TB M.2 SSD PCIe 4.0 NVMe,Crucial,CT2000P310SSD8,,P310,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Intel DC S3500 800GB SSD 2.5"" SATA",Intel,SSDSC2BB800G401,,DC,800GB,800,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Seagate FireCuda 520 500GB SSD M.2 PCIe 4.0 NVMe,Seagate,ZP500GM3A002,,FireCuda,500GB,500,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Crucial P3 4TB SSD M.2-2280 NVMe PCIe 3.0 X4,Crucial,CT4000P3SSD8,,P3,4000GB,4000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Western Digital Scorpio Blue 160GB HDD 2.5"" 5400RPM SATA 1.5 Gb/s",Western Digital,WD1600BEVS,,Scorpio,160GB,160,"2.5""",SATA 1.5 Gb/s,FALSE,HDD,HDD,,,,,,
"Seagate IronWolf 6TB 3.5"" HDD 7200RPM SATA",Seagate,ST6000VN0041,,IronWolf,6000GB,6000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Toshiba XG3 128GB SSD M.2-2280 PCIe 3.0 X4 NVMe,Toshiba,THNSN5128GPU7,,XG3,128GB,128,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Intel DC P3608 3.2 TB PCIe SSD NVMe,Intel,SSDPECME032T401,,DC,3000GB,3000,PCIe,M.2 PCIe 3.0 x8,TRUE,SSD,SSD,,,,,,
"Seagate BarraCuda Pro 8TB 3.5"" HDD 7200RPM SATA",Seagate,ST8000DM002,4374973,BarraCuda,8000GB,8000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
ADATA LEGEND 840 1TB M.2 SSD NVMe PCIe 4.0,ADATA,ALEG-840-1TCS,,LEGEND,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Toshiba N300 NAS 16 TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",Toshiba,HDWG51GXZSTA,,N300,16000GB,16000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,512,,,,,
MSI SPATIUM M482 2TB SSD M.2-2280 PCIe 4.0 X4 NVMe,MSI,SPATIUM-M482-PCIe-4.0-NVMe-M.2-2TB                                                    SM482N2TB                                                    S78-440Q730-P83,S78-440Q730-P83,SPATIUM,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,SPATIUM M482 PCIe 4.0 NVMe M.2 2TB,,,
TEAMGROUP MP34Q 8TB M.2 SSD PCIe 3.0 NVMe,TEAMGROUP,TM8FPJ8000G0C101,,MP34Q,8000GB,8000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
ADATA LEGEND 970 1TB SSD M.2-2280 PCIe 5.0 NVMe,ADATA,SLEG-970-1000GCI,,LEGEND,1000GB,1000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,,,,
ADATA Premium For PS5 2TB SSD M.2 PCIe 4.0 NVMe,ADATA,APSFG-2T-CSUS,,Premium,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Crucial P5 500GB NVMe M.2 SSD,Crucial,CT500P5SSD8,,Crucial P5 SSD,500GB,500,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,2020,,,,
Patriot P310 960GB SSD M.2 NVMe,Patriot,P310P960GM28,,P310,960GB,960,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Corsair MP700 Elite 2TB SSD M.2-2280 PCIe 5.0 NVMe,Corsair,CSSD-F2000GBMP700ENH,,MP700,2000GB,2000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,,,,
"FanXiang S101 256GB SSD 2.5"" SATA 6.0 Gb/s",FanXiang,S101-256GB,sata ssd 256gb - S101,S101,256GB,256,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,S101,,,
MSI SPATIUM M450 500GB M.2 SSD PCIe 4.0 NVMe,MSI,SM450N500                                                    S78-440K090-P83                                                    S78-440K190-P83,S78-440K090-P83,SPATIUM,500GB,500,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Western Digital Blue SA510 500GB SSD M.2-2280 SATA,Western Digital,WDS500G3B0B,,Blue,500GB,500,M.2-2280,M.2 SATA,FALSE,SSD,SSD,,,,,,
Mushkin Pilot-E 1TB M.2-2280 SSD PCIe 3.0 X4 NVMe,Mushkin,MKNSSDPE1TB-D8,,Pilot-E,1000GB,1000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Kingston A400 120GB M.2-2280 SATA Solid State Drive,Kingston Technology,SA400M8/120G,,A400,120GB,120,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,2018,,,,
"Seagate IronWolf Pro 20TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",Seagate,ST20000NE000,,IronWolf,20000GB,20000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Western Digital Black SN850X 2TB SSD M.2 PCIe 4.0 NVMe,Western Digital,WDS200T2X0E                                                    WDBB9G0020BNC-WRSN                                                    WDS200T2X0E-00BCA0,WDS200T2X0E,WD_Black,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Samsung 850 Pro 128GB SSD 2.5"" SATA",Samsung,MZ-7KE128BW,,850,128GB,128,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Gigabyte AORUS RGB 256GB SSD M.2 NVMe PCIe 3.0 X4,Gigabyte,GP-ASM2NE2256GTTDR,,AORUS,256GB,256,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Western Digital WD_BLACK SN770M 2TB M.2-2230 SSD PCIe 4.0 X4 NVMe,Western Digital,WDBDNH0020BBK-WRSN,,WD_BLACK,2000GB,2000,M.2-2230,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Inland TD510 1TB SSD M.2 PCIe 5.0 NVMe,Inland,1TB TD510 NVME,TD510,1TB,1000GB,1000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,,,,
Mushkin Helix-L 1TB SSD M.2-2280 PCIe 3.0 NVMe,Mushkin,MKNSSDHL1TB-D8,0846651028303,Helix-L,1000GB,1000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Verbatim Vi3000 512GB SSD M.2-2280 PCIe 3.0 x4 NVMe,Verbatim,70872                                                    49374,70872,Vi3000,512GB,512,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Intel 330 180 GB SSD 2.5"" SATA 6.0 Gb/s",Intel,SSDSC2CT180A3K5,SSDSC2CW180A3K5,330,180GB,180,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Samsung 980 Pro w/Heatsink 1TB SSD M.2-2280 PCIe 4.0 X4 NVMe,Samsung,MZ-V8P1T0CW,FBASAMMZV8P1T0,980,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Transcend TS32GSSD370S 32GB SSD 2.5"" SATA 6.0 Gb/s",Transcend,TS32GSSD370S,,TS32GSSD370S,32GB,32,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Samsung ST750LM022/HN-M750MBB 750GB HDD 2.5"" SATA",Samsung,ST750LM022,HN-M750MBB,ST750LM022/HN-M750MBB,750GB,750,"2.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Toshiba X300 8TB 3.5"" HDD 7200RPM SATA",Toshiba,HDWR480XZSTA,,X300,8000GB,8000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Seagate SkyHawk Surveillance +Rescue 6TB HDD 5400RPM 3.5"" SATA",Seagate,ST6000VX009,,SkyHawk,6000GB,6000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
